label_scope,config,n_news,gold_positive_pairs,gold_mean_labels,gold_empty_news,pred_positive_pairs,pred_mean_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_relevant_precision,any_relevant_recall,any_relevant_f1,false_relevant_news,missed_all_relevant_news,source,threshold
all,search_hard_negative_v2@0.25,237,656,2.7679324894514767,10,60,0.25316455696202533,0.8166666666666667,0.07469512195121951,0.13687150837988826,0.07154068594620276,0.1497387984729757,1.0,0.2555066079295154,0.4070175438596491,0,169,search_hard_negative_v2,0.25
all,search_hard_negative_v2@0.30,237,656,2.7679324894514767,10,60,0.25316455696202533,0.8166666666666667,0.07469512195121951,0.13687150837988826,0.07154068594620276,0.1497387984729757,1.0,0.2555066079295154,0.4070175438596491,0,169,search_hard_negative_v2,0.3
all,search_hard_negative_v2@0.35,237,656,2.7679324894514767,10,60,0.25316455696202533,0.8166666666666667,0.07469512195121951,0.13687150837988826,0.07154068594620276,0.1497387984729757,1.0,0.2555066079295154,0.4070175438596491,0,169,search_hard_negative_v2,0.35
all,search_hard_negative_v2@0.40,237,656,2.7679324894514767,10,60,0.25316455696202533,0.8166666666666667,0.07469512195121951,0.13687150837988826,0.07154068594620276,0.1497387984729757,1.0,0.2555066079295154,0.4070175438596491,0,169,search_hard_negative_v2,0.4
all,search_hard_negative_v2@0.45,237,656,2.7679324894514767,10,60,0.25316455696202533,0.8166666666666667,0.07469512195121951,0.13687150837988826,0.07154068594620276,0.1497387984729757,1.0,0.2555066079295154,0.4070175438596491,0,169,search_hard_negative_v2,0.45
all,search_hard_negative_v2@0.50,237,656,2.7679324894514767,10,60,0.25316455696202533,0.8166666666666667,0.07469512195121951,0.13687150837988826,0.07154068594620276,0.1497387984729757,1.0,0.2555066079295154,0.4070175438596491,0,169,search_hard_negative_v2,0.5
all,search_hard_negative_v2@0.55,237,656,2.7679324894514767,10,53,0.22362869198312235,0.8113207547169812,0.06554878048780488,0.12129760225669958,0.06372390395810244,0.1387683343379546,1.0,0.22466960352422907,0.3669064748201439,0,176,search_hard_negative_v2,0.55
all,search_hard_negative_v2@0.60,237,656,2.7679324894514767,10,53,0.22362869198312235,0.8113207547169812,0.06554878048780488,0.12129760225669958,0.06372390395810244,0.1387683343379546,1.0,0.22466960352422907,0.3669064748201439,0,176,search_hard_negative_v2,0.6
all,search_hard_negative_v2@0.70,237,656,2.7679324894514767,10,53,0.22362869198312235,0.8113207547169812,0.06554878048780488,0.12129760225669958,0.06372390395810244,0.1387683343379546,1.0,0.22466960352422907,0.3669064748201439,0,176,search_hard_negative_v2,0.7
all,search_hard_negative_v2@0.80,237,656,2.7679324894514767,10,53,0.22362869198312235,0.8113207547169812,0.06554878048780488,0.12129760225669958,0.06372390395810244,0.1387683343379546,1.0,0.22466960352422907,0.3669064748201439,0,176,search_hard_negative_v2,0.8
all,search_hard_negative_v2@0.90,237,656,2.7679324894514767,10,53,0.22362869198312235,0.8113207547169812,0.06554878048780488,0.12129760225669958,0.06372390395810244,0.1387683343379546,1.0,0.22466960352422907,0.3669064748201439,0,176,search_hard_negative_v2,0.9
all,search_few_shot_major_v3@default_is_relevant,237,656,2.7679324894514767,10,106,0.4472573839662447,0.6792452830188679,0.10975609756097561,0.1889763779527559,0.13344158781944648,0.19251557162949567,0.9809523809523809,0.45374449339207046,0.6204819277108434,2,124,search_few_shot_major_v3,default
all,search_few_shot_major_v3@0.05,237,656,2.7679324894514767,10,212,0.8945147679324894,0.6132075471698113,0.19817073170731708,0.2995391705069124,0.16210225358079275,0.31139240506329113,0.966824644549763,0.8986784140969163,0.9315068493150684,7,23,search_few_shot_major_v3,0.05
all,search_few_shot_major_v3@0.10,237,656,2.7679324894514767,10,212,0.8945147679324894,0.6132075471698113,0.19817073170731708,0.2995391705069124,0.16210225358079275,0.31139240506329113,0.966824644549763,0.8986784140969163,0.9315068493150684,7,23,search_few_shot_major_v3,0.1
all,search_few_shot_major_v3@0.15,237,656,2.7679324894514767,10,212,0.8945147679324894,0.6132075471698113,0.19817073170731708,0.2995391705069124,0.16210225358079275,0.31139240506329113,0.966824644549763,0.8986784140969163,0.9315068493150684,7,23,search_few_shot_major_v3,0.15
all,search_few_shot_major_v3@0.20,237,656,2.7679324894514767,10,212,0.8945147679324894,0.6132075471698113,0.19817073170731708,0.2995391705069124,0.16210225358079275,0.31139240506329113,0.966824644549763,0.8986784140969163,0.9315068493150684,7,23,search_few_shot_major_v3,0.2
all,search_few_shot_major_v3@0.25,237,656,2.7679324894514767,10,212,0.8945147679324894,0.6132075471698113,0.19817073170731708,0.2995391705069124,0.16210225358079275,0.31139240506329113,0.966824644549763,0.8986784140969163,0.9315068493150684,7,23,search_few_shot_major_v3,0.25
